"log2FoldChange","AveExpr","t","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-8.91594264031678,8.79702040126695,-6.64387764916546,4.20764793563845e-11,3.81035738845238e-09,"ENSG00000131469",-8.91594264031678,"down","RPL27",9606,6155,"NULL","17","17q21","ribosomal protein L27","protein-coding","RPL27","ribosomal protein L27","O","60S ribosomal protein L27"
-8.91530405081251,4.44309486168652,-5.93778514774826,2.79776431781357e-09,1.37538093863715e-07,"ENSG00000187605",-8.91530405081251,"down","TET3",9606,200424,"hCG_40738","2","2p13.1","tet methylcytosine dioxygenase 3","protein-coding","TET3","tet methylcytosine dioxygenase 3","O","methylcytosine dioxygenase TET3|probable"
-8.90875857481109,5.52157649130221,-6.66465673099878,3.69776976813646e-11,3.40841928377979e-09,"ENSG00000172493",-8.90875857481109,"down","AFF1",9606,4299,"NULL","4","4q21","AF4/FMR2 family, member 1","protein-coding","AFF1","AF4/FMR2 family, member 1","O","AF4/FMR2 family member 1|ALL1-fused gene"
-8.90607730567673,5.94963537037188,-5.25017735386186,1.15021309424453e-07,3.36574260196793e-06,"ENSG00000115183",-8.90607730567673,"down","TANC1",9606,85461,"NULL","2","2q24.2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","protein-coding","TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","O","TPR domain, ankyrin-repeat and coiled-co"
-8.89963807804746,1.67871753176889,-3.88762832366052,5.85965206469081e-05,0.000612770502988675,"ENSG00000159208",-8.89963807804746,"down","CIART",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.89734559357546,0.679982228916408,-4.97217136379133,4.64188641496588e-07,1.06832438933338e-05,"ENSG00000147119",-8.89734559357546,"down","CHST7",9606,56548,"RP1-71L16.8","X","Xp11.23","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7","protein-coding","CHST7","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7","O","GST-5|N-acetylglucosamine 6-O-sulfotrans"
-8.89583580491269,2.55809076158579,-5.08951227562829,2.59577202432803e-07,6.51062003652887e-06,"ENSG00000163590",-8.89583580491269,"down","PPM1L",9606,151742,"NULL","3","3q26.1","protein phosphatase, Mg2+/Mn2+ dependent, 1L","protein-coding","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent, 1L","O","PP2C epsilon|Protein phosphatase 2C epsi"
-8.89305858169026,2.29298966337998,-4.93344433791524,5.60963789250971e-07,1.2578552942466e-05,"ENSG00000224660",-8.89305858169026,"down","SH3BP5-AS1",9606,100505696,"NULL","3","3p25.1","SH3BP5 antisense RNA 1","miscRNA","SH3BP5-AS1","SH3BP5 antisense RNA 1","O","NULL"
-8.88550318463185,6.39065222748447,-6.04615865462292,1.50572450988498e-09,8.19857465730412e-08,"ENSG00000049239",-8.88550318463185,"down","H6PD",9606,9563,"RP3-510D11.3","1","1p36","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)","protein-coding","H6PD","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)","O","6-phosphogluconolactonase|G6PD, H form|G"
8.88277697786084,-3.4478399240481,3.94014117175454,4.73941934097296e-05,0.000515899088026871,"ENSG00000186940",8.88277697786084,"up","CHCHD2P9",9606,645345,"RP11-567E16.1","9","9q21.31","coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9","pseudo","CHCHD2P9","coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9","O","NULL"
-8.88266986337717,2.99803527274943,-6.13467831172859,9.01696059624022e-10,5.31321315133251e-08,"ENSG00000147144",-8.88266986337717,"down","CCDC120",9606,90060,"JM11","X","Xp11.23","coiled-coil domain containing 120","protein-coding","CCDC120","coiled-coil domain containing 120","O","coiled-coil domain-containing protein 12"
-8.88249595314761,4.32403876947235,-4.2141861232077,1.51108289341908e-05,0.000196867937386436,"ENSG00000137193",-8.88249595314761,"down","PIM1",9606,5292,"NULL","6","6p21.2","pim-1 oncogene","protein-coding","PIM1","pim-1 oncogene","O","Oncogene PIM1|pim-1 kinase 44 kDa isofor"
-8.88154525264392,2.23501376165256,-7.67479264507899,4.77238923904049e-14,1.06799101488581e-11,"ENSG00000067191",-8.88154525264392,"down","CACNB1",9606,782,"NULL","17","17q21-q22","calcium channel, voltage-dependent, beta 1 subunit","protein-coding","CACNB1","calcium channel, voltage-dependent, beta 1 subunit","O","calcium channel voltage-dependent subuni"
-8.87999197692439,1.18362974348431,-5.2954165698261,9.11183647111827e-08,2.75049576003616e-06,"ENSG00000234771",-8.87999197692439,"down","SLC25A25-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.87868645299067,3.62660333878121,-4.51969822578362,3.92904751884723e-06,6.329886854802e-05,"ENSG00000121716",-8.87868645299067,"down","PILRB",9606,29990,"hCG_2024112","7","7q22.1","paired immunoglobin-like type 2 receptor beta","protein-coding","PILRB","paired immunoglobin-like type 2 receptor beta","O","activating receptor PILR-beta|activating"
-8.87226473289551,3.9185450634685,-4.58304605118349,2.94311607283409e-06,5.00717750321522e-05,"ENSG00000099860",-8.87226473289551,"down","GADD45B",9606,4616,"NULL","19","19p13.3","growth arrest and DNA-damage-inducible, beta","protein-coding","GADD45B","growth arrest and DNA-damage-inducible, beta","O","growth arrest and DNA damage-inducible p"
-8.86387100302427,3.85423291989046,-3.93250234525728,4.88790619781912e-05,0.000529605252139016,"ENSG00000100100",-8.86387100302427,"down","PIK3IP1",9606,113791,"NULL","22","22q12.2","phosphoinositide-3-kinase interacting protein 1","protein-coding","PIK3IP1","phosphoinositide-3-kinase interacting protein 1","O","kringle domain-containing protein HGFL|p"
-8.85650853059732,5.22652225771361,-9.11435958774792,1.12455418625747e-18,9.36245773971579e-16,"ENSG00000130703",-8.85650853059732,"down","OSBPL2",9606,9885,"RP11-157P1.2","20","20q13.3","oxysterol binding protein-like 2","protein-coding","OSBPL2","oxysterol binding protein-like 2","O","OSBP-related protein 2|oxysterol-binding"
-8.85455259699566,4.6261821108106,-8.08421510718476,2.63574506187658e-15,8.39826472863861e-13,"ENSG00000104228",-8.85455259699566,"down","TRIM35",9606,23087,"NULL","8","8p21.2","tripartite motif containing 35","protein-coding","TRIM35","tripartite motif containing 35","O","hemopoietic lineage switch protein 5|tri"
-8.85260123713113,2.74294704996261,-6.04850806117657,1.48548348899843e-09,8.10546371407197e-08,"ENSG00000197375",-8.85260123713113,"down","SLC22A5",9606,6584,"NULL","5","5q23.3","solute carrier family 22 (organic cation/carnitine transporter), member 5","protein-coding","SLC22A5","solute carrier family 22 (organic cation/carnitine transporter), member 5","O","high-affinity sodium dependent carnitine"
-8.85070446406311,7.27555518060394,-8.17260108123491,1.39023348759229e-15,4.84872109206344e-13,"ENSG00000152795",-8.85070446406311,"down","HNRNPDL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.84348981498989,5.81898160965762,-6.08558176279866,1.19919983636051e-09,6.69916635857755e-08,"ENSG00000061273",-8.84348981498989,"down","HDAC7",9606,51564,"NULL","12","12q13.1","histone deacetylase 7","protein-coding","HDAC7","histone deacetylase 7","O","HD7|histone deacetylase 7A"
-8.84053603305029,4.50197703595694,-4.98518357578291,4.35429297500226e-07,1.01152067859436e-05,"ENSG00000164442",-8.84053603305029,"down","CITED2",9606,10370,"NULL","6","6q23.3","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2","protein-coding","CITED2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2","O","MSG-related protein 1|MSG1-related gene "
-8.83781848924285,7.86105631733179,-5.64079332211719,1.45821723227767e-08,5.65941782674501e-07,"ENSG00000114942",-8.83781848924285,"down","EEF1B2",9606,1933,"NULL","2","2q33.3","eukaryotic translation elongation factor 1 beta 2","protein-coding","EEF1B2","eukaryotic translation elongation factor 1 beta 2","O","EF-1-beta|elongation factor 1-beta|eukar"
-8.83312826058055,0.955334162163875,-4.16995981176982,1.82435342997163e-05,0.000230920734056586,"ENSG00000103056",-8.83312826058055,"down","SMPD3",9606,55512,"NULL","16","16q22.1","sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)","protein-coding","SMPD3","sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)","O","nSMase-2|neutral sphingomyelinase 2|neut"
-8.83035845131555,4.96474868725489,-5.26938232807635,1.04207985897705e-07,3.08783456720306e-06,"ENSG00000088387",-8.83035845131555,"down","DOCK9",9606,23348,"RP11-155N3.2","13","13q32.3","dedicator of cytokinesis 9","protein-coding","DOCK9","dedicator of cytokinesis 9","O","cdc42 guanine nucleotide exchange factor"
-8.83030191754094,4.45431893551028,-5.21271651258535,1.39312104029605e-07,3.933103854403e-06,"ENSG00000100592",-8.83030191754094,"down","DAAM1",9606,23002,"NULL","14","14q23.1","dishevelled associated activator of morphogenesis 1","protein-coding","DAAM1","dishevelled associated activator of morphogenesis 1","O","disheveled-associated activator of morph"
-8.82986440706725,4.66911237797256,-6.81443807595824,1.44374677310298e-11,1.50856924967671e-09,"ENSG00000119912",-8.82986440706725,"down","IDE",9606,3416,"RP11-366I13.1","10","10q23-q25","insulin-degrading enzyme","protein-coding","IDE","insulin-degrading enzyme","O","Abeta-degrading protease|insulin proteas"
8.82759349467169,-0.349507084035303,4.99665498741051,4.11525767904185e-07,9.61182673650599e-06,"ENSG00000213790",8.82759349467169,"up","OLA1P1",9606,246785,"NULL","22","22q13.2","Obg-like ATPase 1 pseudogene 1","pseudo","OLA1P1","Obg-like ATPase 1 pseudogene 1","O","NULL"
-8.82420361054588,6.01140533609969,-5.15367888070814,1.87998847513057e-07,5.00212603656132e-06,"ENSG00000005810",-8.82420361054588,"down","MYCBP2",9606,23077,"AC001226.5","13","13q22","MYC binding protein 2, E3 ubiquitin protein ligase","protein-coding","MYCBP2","MYC binding protein 2, E3 ubiquitin protein ligase","O","myc-binding protein 2|pam/highwire/rpm-1"
-8.81993430401772,-1.07779751404955,-3.79503777002238,8.46418581377686e-05,0.000835381153605228,"ENSG00000254815",-8.81993430401772,"down","RP11-496I9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.8149725717911,6.24805138041851,-6.03357999881415,1.61873043663306e-09,8.74012841821396e-08,"ENSG00000160271",-8.8149725717911,"down","RALGDS",9606,5900,"RP11-326L24.1","9","9q34.3","ral guanine nucleotide dissociation stimulator","protein-coding","RALGDS","ral guanine nucleotide dissociation stimulator","O","ral guanine nucleotide exchange factor"
-8.81072785481686,6.18942908066272,-7.76431187174403,2.5577085885546e-14,6.16933653850522e-12,"ENSG00000119707",-8.81072785481686,"down","RBM25",9606,58517,"NULL","14","14q24.3","RNA binding motif protein 25","protein-coding","RBM25","RNA binding motif protein 25","O","Arg/Glu/Asp-rich protein, 120 kDa|RNA-bi"
-8.81037307606111,8.68292158764995,-5.94091071365067,2.74853696528547e-09,1.36126676706818e-07,"ENSG00000198242",-8.81037307606111,"down","RPL23A",9606,6147,"NULL","17","17q11.2","ribosomal protein L23a","protein-coding","RPL23A","ribosomal protein L23a","O","60S ribosomal protein L23a|melanoma diff"
-8.80791430870628,8.35328857746816,-6.12987836175265,9.27256833623648e-10,5.43899354977108e-08,"ENSG00000182899",-8.80791430870628,"down","RPL35A",9606,6165,"GIG33","3","3q29","ribosomal protein L35a","protein-coding","RPL35A","ribosomal protein L35a","O","60S ribosomal protein L35a|cell growth-i"
-8.80201565646081,5.35688650902506,-4.81932135614094,9.73068321639055e-07,1.97747404040806e-05,"ENSG00000244754",-8.80201565646081,"down","N4BP2L2",9606,10443,"RP11-298P3.3","13","13q13.1","NEDD4 binding protein 2-like 2","protein-coding","N4BP2L2","NEDD4 binding protein 2-like 2","O","92M18.3 (novel protein)|CG016|NEDD4-bind"
-8.80052668496364,4.65909104383257,-5.19499110229851,1.52472370828936e-07,4.24504791663864e-06,"ENSG00000150907",-8.80052668496364,"down","FOXO1",9606,2308,"NULL","13","13q14.1","forkhead box O1","protein-coding","FOXO1","forkhead box O1","O","forkhead box protein O1|forkhead box pro"
-8.79792324219585,7.03192908097941,-4.86712418518085,7.73550396080978e-07,1.63861828826577e-05,"ENSG00000100242",-8.79792324219585,"down","SUN2",9606,25777,"RP3-508I15.15-002","22","22q13.1","Sad1 and UNC84 domain containing 2","protein-coding","SUN2","Sad1 and UNC84 domain containing 2","O","SUN domain-containing protein 2|Sad1 unc"
-8.78908576108014,9.53964762424489,-5.37461920995447,6.03606235070397e-08,1.93281306711314e-06,"ENSG00000166441",-8.78908576108014,"down","RPL27A",9606,6157,"NULL","11","11p15","ribosomal protein L27a","protein-coding","RPL27A","ribosomal protein L27a","O","60S ribosomal protein L27a"
-8.78082404774504,5.3247739913999,-5.12620374698328,2.15924817113636e-07,5.57377363470316e-06,"ENSG00000113161",-8.78082404774504,"down","HMGCR",9606,3156,"NULL","5","5q13.3-q14","3-hydroxy-3-methylglutaryl-CoA reductase","protein-coding","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase","O","3-hydroxy-3-methylglutaryl CoA reductase"
-8.77311072360031,5.25175892486394,-4.58747236807298,2.88332002103683e-06,4.92818585582381e-05,"ENSG00000178573",-8.77311072360031,"down","MAF",9606,4094,"NULL","16","16q22-q23","v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)","protein-coding","MAF","v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)","O","Avian musculoaponeurotic fibrosarcoma (M"
-8.75892600279782,1.83629305769655,-3.93972989655523,4.74325725188504e-05,0.000516099183869735,"ENSG00000151276",-8.75892600279782,"down","MAGI1",9606,9223,"NULL","3","3p14.1","membrane associated guanylate kinase, WW and PDZ domain containing 1","protein-coding","MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1","O","BAI1-associated protein 1|WW domain-cont"
-8.75387470314585,2.36259013386908,-4.32200229437943,9.4721362186145e-06,0.000132862154166425,"ENSG00000074590",-8.75387470314585,"down","NUAK1",9606,9891,"NULL","12","12q23.3","NUAK family, SNF1-like kinase, 1","protein-coding","NUAK1","NUAK family, SNF1-like kinase, 1","O","AMP-activated protein kinase family memb"
-8.74590659888923,5.67151512095199,-6.51514960057927,9.30015319181579e-11,7.29567336557975e-09,"ENSG00000140474",-8.74590659888923,"down","ULK3",9606,25989,"NULL","15","15q24.1","unc-51-like kinase 3 (C. elegans)","protein-coding","ULK3","unc-51-like kinase 3 (C. elegans)","O","serine/threonine-protein kinase ULK3"
-8.74102772795296,9.86104251562691,-5.53281610206401,2.61233932467738e-08,9.28675835132212e-07,"ENSG00000168028",-8.74102772795296,"down","RPSA",9606,3921,"NULL","3","3p22.2","ribosomal protein SA","protein-coding","RPSA","ribosomal protein SA","O","37 kDa laminin receptor|37/67 kDa lamini"
-8.73623432164604,6.30575964562451,-8.59813434599557,5.96045303563228e-17,3.34420287818769e-14,"ENSG00000133226",-8.73623432164604,"down","SRRM1",9606,10250,"NULL","1","1p36.11","serine/arginine repetitive matrix 1","protein-coding","SRRM1","serine/arginine repetitive matrix 1","O","SR-related nuclear matrix protein of 160"
-8.73418449182681,9.30293508623946,-4.91340727996058,6.18302613611894e-07,1.35793297935824e-05,"ENSG00000124614",-8.73418449182681,"down","RPS10",9606,6204,"RP11-375E1__A.4","6","6p21.31","ribosomal protein S10","protein-coding","RPS10","ribosomal protein S10","O","40S ribosomal protein S10"
-8.72063784661777,6.89566329691019,-6.56693504405915,6.76959809869078e-11,5.69109307260946e-09,"ENSG00000182087",-8.72063784661777,"down","TMEM259",9606,91304,"NULL","19","19p13.3","transmembrane protein 259","protein-coding","TMEM259","transmembrane protein 259","O","aspecific BCL2 ARE-binding protein 1|mem"
-8.71881884496163,5.90466610750403,-4.82950812911278,9.26678767672452e-07,1.90280988961252e-05,"ENSG00000160285",-8.71881884496163,"down","LSS",9606,4047,"NULL","21","21q22.3","lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","protein-coding","LSS","lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","O","2,3-epoxysqualene--lanosterol cyclase|2,"
-8.71764014695951,2.26796100343766,-3.81156622896056,7.92277041801096e-05,0.000794709606367838,"ENSG00000146373",-8.71764014695951,"down","RNF217",9606,154214,"RP1-84N20.1","6","6q22.31","ring finger protein 217","protein-coding","RNF217","ring finger protein 217","O","IBR domain containing 1|IBR domain-conta"
-8.7142735961939,7.88751367784459,-5.62503890791248,1.58857006944329e-08,6.11931416750178e-07,"ENSG00000213741",-8.7142735961939,"down","RPS29",9606,6235,"NULL","14","14q","ribosomal protein S29","protein-coding","RPS29","ribosomal protein S29","O","40S ribosomal protein S29"
-8.7058756785756,4.43894956503047,-6.95183610589981,6.00590563219719e-12,7.11038616795308e-10,"ENSG00000121671",-8.7058756785756,"down","CRY2",9606,1408,"NULL","11","11p11.2","cryptochrome 2 (photolyase-like)","protein-coding","CRY2","cryptochrome 2 (photolyase-like)","O","cryptochrome-2|growth-inhibiting protein"
-8.69656534774814,3.3362946058841,-7.21097491227431,1.10704844448676e-12,1.61683605707947e-10,"ENSG00000095066",-8.69656534774814,"down","HOOK2",9606,29911,"NULL","19","19p13.2","hook homolog 2 (Drosophila)","protein-coding","HOOK2","hook homolog 2 (Drosophila)","O","h-hook2|hHK2|protein Hook homolog 2"
8.69384310191517,-0.48192227915112,3.82952694360972,7.37740766532001e-05,0.000746213444831198,"ENSG00000217624",8.69384310191517,"up","RP11-204C16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.68077418552851,3.32953207284033,-4.60306400000045,2.68342015944412e-06,4.6512015376154e-05,"ENSG00000159314",-8.68077418552851,"down","ARHGAP27",9606,201176,"hCG_1992862","17","17q21.31","Rho GTPase activating protein 27","protein-coding","ARHGAP27","Rho GTPase activating protein 27","O","CIN85-associated multi-domain-containing"
-8.67945948001853,10.2419750130896,-4.97209714627303,4.64260215616236e-07,1.06832438933338e-05,"ENSG00000070756",-8.67945948001853,"down","PABPC1",9606,26986,"NULL","8","8q22.2-q23","poly(A) binding protein, cytoplasmic 1","protein-coding","PABPC1","poly(A) binding protein, cytoplasmic 1","O","poly(A) binding protein, cytoplasmic 2|p"
